Reward from homework,Course relevance,Interdisciplinary learning,Cooperation and Discussion,Homework numbers,Scale,Average time spent,Homework deadlines,Step by step,Feeling,Difficulty of implementation,Difficulty in understanding,Student qualifications,Student concentration,Student responsibility,Research relevance,answer,reward,time_cost,feel,ability
8,moderately correlated,no,without cooperation,>=7,medium,3-5 hr,three week,fully qualified,worried,moderate,simple,between middle/high,middle,middle,between low/middle,0,-2,3,2,0
10,highly correlated,a little,often,1-2,small to medium,3-5 hr,a month,fully qualified,motivated,simple,super hard,between low/middle,between low/middle,high,between middle/high,0,5,-1,1,1
4,no correlation,no,common,>=7,medium to large,3-5 hr,a month,no,interested,difficult,super hard,between middle/high,between low/middle,between low/middle,between middle/high,0,-5,5,-2,0
1,modestly correlated,often,often,3-4,small to medium,1-3 hr,three days,uncertain,inspired,simple,very easy,low,middle,between low/middle,high,0,0,-5,0,-1
10,modestly correlated,uncertain,always,5-6,small,5-10 hr,two weeks,fully qualified,confused,moderate,simple,middle,high,between middle/high,low,0,2,0,3,1
5,modestly correlated,no,seldom,1-2,medium,1-3 hr,two weeks,roughly,impatient,moderate,simple,high,between middle/high,high,middle,0,-4,-3,2,5
7,no correlation,uncertain,often,3-4,medium to large,3-5 hr,three week,fully qualified,impatient,difficult,very easy,middle,between low/middle,between middle/high,middle,0,-1,1,1,0
4,modestly correlated,no,without cooperation,>=7,small,<1 hr,one weeks,uncertain,confused,super hard,very easy,low,high,between middle/high,middle,0,-6,-3,-5,1
2,modestly correlated,fifty-fifty,always,5-6,medium,3-5 hr,a month,fifty-fifty,interested,super hard,super hard,low,high,middle,middle,0,0,3,-3,0
10,moderately correlated,no,common,5-6,medium,<1 hr,one weeks,fifty-fifty,confused,moderate,simple,between low/middle,between middle/high,between low/middle,high,0,1,-2,1,1
4,modestly correlated,a little,common,5-6,small to medium,3-5 hr,three week,fifty-fifty,motivated,super hard,super hard,low,high,low,between low/middle,0,-2,1,-3,-3
2,moderately correlated,fifty-fifty,without cooperation,5-6,medium,<1 hr,three week,roughly,motivated,super hard,very easy,between low/middle,high,high,middle,0,-2,0,-1,3
2,highly correlated,no,common,>=7,small,>10 hr,three week,uncertain,motivated,very easy,super hard,between low/middle,middle,middle,high,0,-2,3,-3,1
9,modestly correlated,a little,common,3-4,medium to large,<1 hr,three week,uncertain,worried,difficult,simple,middle,between middle/high,middle,between low/middle,0,1,-1,-2,0
5,highly correlated,uncertain,seldom,1-2,medium to large,5-10 hr,a month,fully qualified,motivated,very easy,difficult,low,low,high,middle,0,0,2,3,-2
7,no correlation,fifty-fifty,without cooperation,3-4,small,5-10 hr,one weeks,no,bored,moderate,very easy,high,low,high,high,0,-2,-3,-3,4
2,no correlation,uncertain,seldom,>=7,small to medium,5-10 hr,one weeks,fully qualified,confused,difficult,simple,between low/middle,high,middle,middle,0,-6,1,2,1
4,no correlation,no,often,>=7,medium to large,<1 hr,two weeks,fully qualified,rewarding,difficult,moderate,between low/middle,between low/middle,between low/middle,high,0,-4,1,7,-1
6,moderately correlated,often,often,1-2,medium to large,3-5 hr,three days,fifty-fifty,bored,simple,difficult,between low/middle,between middle/high,low,low,0,4,-3,-1,-4
9,highly correlated,fifty-fifty,common,>=7,large,>10 hr,three days,fully qualified,worried,simple,simple,high,low,middle,between middle/high,0,5,4,0,1
1,moderately correlated,often,always,1-2,small,>10 hr,two weeks,uncertain,inspired,difficult,difficult,between middle/high,between low/middle,between middle/high,low,0,3,-2,3,-1
9,modestly correlated,often,always,3-4,medium to large,<1 hr,a month,uncertain,impatient,very easy,simple,between low/middle,between middle/high,between low/middle,high,0,5,0,-3,1
5,highly correlated,a little,always,5-6,medium,3-5 hr,a month,uncertain,worried,moderate,super hard,high,low,middle,low,0,4,3,-3,-2
8,highly correlated,fifty-fifty,common,1-2,small to medium,3-5 hr,three week,fully qualified,motivated,moderate,simple,low,between low/middle,low,low,0,4,-2,5,-7
7,no correlation,uncertain,always,3-4,medium to large,5-10 hr,two weeks,no,rewarding,difficult,moderate,high,high,middle,between low/middle,0,0,1,3,3
2,highly correlated,fifty-fifty,common,1-2,medium to large,3-5 hr,a month,roughly,bored,super hard,moderate,between middle/high,between middle/high,low,low,0,1,1,-1,-2
1,no correlation,uncertain,seldom,1-2,small,1-3 hr,two weeks,fully qualified,bored,super hard,simple,low,between low/middle,low,between middle/high,0,-6,-5,-2,-4
3,moderately correlated,a little,without cooperation,1-2,medium,>10 hr,one weeks,fifty-fifty,confused,very easy,very easy,high,high,low,middle,0,-2,-1,-3,2
2,highly correlated,uncertain,without cooperation,1-2,large,<1 hr,three days,no,rewarding,moderate,super hard,high,low,between middle/high,high,0,-3,-4,0,3
2,moderately correlated,uncertain,always,1-2,small to medium,5-10 hr,three days,fully qualified,worried,very easy,difficult,between middle/high,between low/middle,middle,between low/middle,0,0,-4,0,-1
10,modestly correlated,no,without cooperation,5-6,large,3-5 hr,three week,no,confused,simple,difficult,low,between middle/high,between low/middle,low,0,-3,4,-2,-4
7,moderately correlated,no,often,3-4,medium,1-3 hr,three days,roughly,inspired,super hard,simple,low,low,between low/middle,high,0,1,-4,1,-3
4,no correlation,a little,without cooperation,5-6,small to medium,>10 hr,a month,fully qualified,impatient,super hard,very easy,low,between low/middle,middle,between low/middle,0,-5,4,-2,-4
2,modestly correlated,a little,seldom,>=7,small to medium,1-3 hr,three week,fifty-fifty,impatient,moderate,moderate,high,high,high,between low/middle,0,-4,1,3,5
7,highly correlated,fifty-fifty,often,>=7,small to medium,5-10 hr,two weeks,fully qualified,motivated,very easy,super hard,middle,high,middle,between middle/high,0,5,2,0,3
7,no correlation,uncertain,seldom,1-2,small,1-3 hr,a month,roughly,worried,difficult,very easy,high,between middle/high,high,high,0,-3,-3,-1,7
6,moderately correlated,often,common,3-4,small,<1 hr,three week,roughly,worried,difficult,moderate,low,high,low,between middle/high,0,3,-4,2,-1
2,moderately correlated,no,common,5-6,large,>10 hr,one weeks,fifty-fifty,bored,very easy,very easy,high,high,high,between low/middle,0,-3,4,-4,5
6,moderately correlated,uncertain,always,1-2,small to medium,1-3 hr,two weeks,fully qualified,rewarding,super hard,very easy,low,low,high,between low/middle,0,2,-4,1,-3
1,moderately correlated,a little,often,3-4,small,3-5 hr,two weeks,roughly,interested,difficult,moderate,between middle/high,high,between middle/high,low,0,0,-3,5,2
8,moderately correlated,fifty-fifty,seldom,1-2,medium to large,>10 hr,one weeks,fully qualified,motivated,super hard,very easy,high,high,low,between middle/high,0,2,0,0,3
8,moderately correlated,a little,often,>=7,large,<1 hr,three week,no,rewarding,difficult,simple,low,middle,high,middle,0,3,3,1,0
8,no correlation,fifty-fifty,always,1-2,small,3-5 hr,two weeks,no,confused,moderate,difficult,between middle/high,between low/middle,middle,middle,0,2,-4,0,0
7,highly correlated,a little,common,3-4,medium to large,<1 hr,one weeks,uncertain,confused,simple,simple,between low/middle,low,low,high,0,3,-3,-2,-3
2,highly correlated,often,common,1-2,small to medium,5-10 hr,three days,roughly,rewarding,difficult,simple,low,low,between low/middle,low,0,2,-4,4,-7
7,no correlation,often,often,3-4,small to medium,5-10 hr,two weeks,fifty-fifty,bored,super hard,moderate,low,between middle/high,low,between low/middle,0,2,-1,-2,-4
1,highly correlated,often,seldom,1-2,small,<1 hr,two weeks,fifty-fifty,confused,difficult,simple,low,high,between middle/high,high,0,1,-6,0,3
7,highly correlated,often,always,5-6,medium,1-3 hr,three days,fully qualified,confused,simple,difficult,low,between middle/high,middle,middle,0,7,-2,2,-1
3,highly correlated,a little,common,5-6,medium to large,<1 hr,three week,uncertain,bored,simple,difficult,high,low,middle,middle,0,1,1,-2,0
6,moderately correlated,fifty-fifty,seldom,1-2,small,>10 hr,one weeks,fully qualified,confused,moderate,super hard,high,low,low,middle,0,1,-3,1,-2
10,highly correlated,a little,common,3-4,medium to large,1-3 hr,a month,fully qualified,impatient,moderate,moderate,between low/middle,between low/middle,high,high,0,4,1,5,2
7,modestly correlated,a little,common,5-6,large,3-5 hr,three days,roughly,rewarding,simple,very easy,between low/middle,between middle/high,high,middle,0,0,1,2,2
8,highly correlated,a little,often,>=7,medium,1-3 hr,three days,fully qualified,confused,simple,very easy,low,middle,between low/middle,middle,0,4,-1,0,-3
2,moderately correlated,a little,seldom,5-6,large,<1 hr,three days,fifty-fifty,inspired,moderate,simple,low,between low/middle,high,high,0,-2,-1,4,1
3,moderately correlated,fifty-fifty,seldom,3-4,medium to large,>10 hr,a month,fifty-fifty,bored,very easy,very easy,between middle/high,middle,between low/middle,high,0,0,4,-4,2
3,modestly correlated,often,always,3-4,medium to large,<1 hr,one weeks,no,worried,moderate,very easy,between low/middle,middle,middle,middle,0,2,-3,-3,-1
7,moderately correlated,a little,always,1-2,small,5-10 hr,two weeks,fifty-fifty,bored,moderate,very easy,high,between low/middle,high,middle,0,4,-3,-1,3
6,highly correlated,a little,seldom,>=7,large,5-10 hr,two weeks,roughly,rewarding,very easy,very easy,high,low,between middle/high,between low/middle,0,1,5,1,0
10,no correlation,often,always,3-4,medium,1-3 hr,a month,uncertain,motivated,super hard,simple,high,low,high,between low/middle,0,4,0,-2,1
2,modestly correlated,fifty-fifty,common,>=7,small to medium,3-5 hr,a month,no,rewarding,very easy,moderate,low,between low/middle,middle,low,0,-2,3,1,-5
8,no correlation,no,seldom,1-2,small,<1 hr,three days,fifty-fifty,impatient,super hard,super hard,between low/middle,between middle/high,high,high,0,-4,-8,-5,4
7,highly correlated,fifty-fifty,without cooperation,1-2,small,3-5 hr,a month,no,bored,very easy,super hard,low,high,between low/middle,low,0,2,-2,-7,-3
9,no correlation,no,common,3-4,large,<1 hr,a month,uncertain,confused,super hard,moderate,high,between low/middle,between low/middle,low,0,-2,1,-2,-2
9,no correlation,no,without cooperation,5-6,small to medium,3-5 hr,two weeks,fifty-fifty,rewarding,super hard,moderate,between middle/high,between low/middle,between low/middle,middle,0,-4,0,2,-1
2,highly correlated,uncertain,without cooperation,1-2,small to medium,<1 hr,three week,fifty-fifty,interested,super hard,simple,high,high,middle,high,0,-3,-4,-1,6
3,modestly correlated,a little,seldom,3-4,medium to large,<1 hr,one weeks,uncertain,worried,moderate,super hard,between low/middle,middle,between low/middle,high,0,-3,-3,-3,0
4,moderately correlated,a little,common,1-2,large,>10 hr,a month,no,interested,simple,difficult,between middle/high,high,low,middle,0,0,4,0,1
7,highly correlated,no,often,1-2,large,<1 hr,three days,fully qualified,worried,super hard,moderate,between low/middle,low,middle,between low/middle,0,2,-4,0,-4
7,modestly correlated,often,seldom,5-6,medium to large,1-3 hr,three days,fully qualified,confused,moderate,simple,between low/middle,middle,between middle/high,middle,0,1,-1,3,0
9,moderately correlated,a little,common,5-6,medium,3-5 hr,three days,no,worried,super hard,simple,between middle/high,middle,middle,high,0,3,-1,-6,3
2,modestly correlated,fifty-fifty,seldom,5-6,small,<1 hr,a month,fully qualified,interested,simple,moderate,between middle/high,middle,high,high,0,-3,-1,5,5
8,modestly correlated,fifty-fifty,common,>=7,medium,3-5 hr,three week,no,inspired,super hard,very easy,low,between middle/high,between middle/high,low,0,1,3,-3,-2
10,highly correlated,uncertain,always,5-6,medium to large,5-10 hr,two weeks,uncertain,inspired,moderate,difficult,between middle/high,between middle/high,high,between middle/high,0,5,3,4,5
3,moderately correlated,a little,without cooperation,5-6,small,3-5 hr,three week,no,rewarding,difficult,super hard,high,between low/middle,low,between middle/high,0,-2,0,-1,0
6,modestly correlated,uncertain,common,>=7,small to medium,<1 hr,one weeks,fifty-fifty,interested,difficult,difficult,high,low,high,high,0,-2,-2,3,4
9,no correlation,often,seldom,1-2,medium to large,5-10 hr,two weeks,fifty-fifty,bored,difficult,difficult,between middle/high,low,low,middle,0,1,0,0,-3
5,modestly correlated,uncertain,often,5-6,small to medium,>10 hr,a month,roughly,worried,super hard,difficult,between middle/high,middle,middle,between middle/high,0,-1,4,-2,2
8,highly correlated,uncertain,often,1-2,medium,3-5 hr,two weeks,no,confused,very easy,very easy,between low/middle,low,between middle/high,between middle/high,0,3,-2,-5,-1
4,no correlation,uncertain,always,3-4,small,5-10 hr,three week,no,motivated,very easy,moderate,between low/middle,high,between low/middle,low,0,-2,-1,0,-2
8,moderately correlated,fifty-fifty,without cooperation,1-2,medium to large,5-10 hr,a month,no,interested,simple,super hard,between middle/high,between low/middle,high,between middle/high,0,1,2,-3,3
10,modestly correlated,a little,often,5-6,small,1-3 hr,one weeks,fifty-fifty,confused,difficult,super hard,low,between middle/high,middle,between middle/high,0,2,-3,-2,0
5,moderately correlated,no,always,3-4,small,>10 hr,three days,no,impatient,moderate,very easy,between middle/high,middle,between middle/high,low,0,1,-3,-2,0
5,moderately correlated,no,without cooperation,1-2,small to medium,1-3 hr,one weeks,uncertain,confused,super hard,very easy,middle,high,between low/middle,between middle/high,0,-3,-5,-5,2
7,no correlation,a little,seldom,5-6,large,1-3 hr,a month,roughly,interested,moderate,simple,middle,low,between middle/high,between middle/high,0,-2,4,4,0
2,no correlation,uncertain,without cooperation,3-4,large,<1 hr,three days,no,rewarding,moderate,very easy,between middle/high,middle,middle,between low/middle,0,-7,-3,1,0
5,highly correlated,fifty-fifty,without cooperation,5-6,medium,5-10 hr,three week,fully qualified,impatient,very easy,very easy,middle,between low/middle,high,high,0,1,3,-1,3
5,no correlation,a little,seldom,3-4,small to medium,3-5 hr,one weeks,fifty-fifty,worried,very easy,moderate,between low/middle,high,between middle/high,between middle/high,0,-3,-3,-1,3
6,moderately correlated,fifty-fifty,without cooperation,5-6,small to medium,5-10 hr,one weeks,fully qualified,interested,simple,simple,high,low,between low/middle,high,0,0,0,3,1
1,highly correlated,fifty-fifty,without cooperation,5-6,medium,5-10 hr,one weeks,roughly,worried,moderate,difficult,between low/middle,between middle/high,between low/middle,between low/middle,0,-1,1,2,-2
1,no correlation,a little,common,5-6,small to medium,1-3 hr,two weeks,uncertain,impatient,difficult,moderate,low,middle,middle,between low/middle,0,-4,-1,1,-3
7,highly correlated,a little,common,>=7,small,3-5 hr,one weeks,no,confused,very easy,super hard,between middle/high,middle,low,middle,0,3,-1,-6,-1
4,moderately correlated,often,always,1-2,medium,1-3 hr,two weeks,uncertain,motivated,very easy,very easy,between middle/high,between middle/high,middle,middle,0,4,-3,-2,2
10,moderately correlated,fifty-fifty,common,3-4,medium to large,5-10 hr,a month,uncertain,inspired,very easy,very easy,between low/middle,between middle/high,low,high,0,4,3,-1,0
